link,type_v,address,town,price,price_old,info,description,tags,agent,created,n_hab,sup_m2
/inmueble/106410646/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,78.952,,"['3 hab.', '81 m²', ' sin ascensor']","Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Deseas convertir la casa de tus sueños en una realidad?¡Esta es tu oportunidad!Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en pr",,,2024-11-20 14:42:40,3,81
/inmueble/106410638/,Piso,"calle del Pedraforca, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,97.619,,"['2 hab.', '60 m²', 'Planta 3ª sin ascensor']","Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Deseas convertir la casa de tus sueños en una realidad?¡Esta es tu oportunidad!Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en pr",,,2024-11-20 14:42:40,2,60
/inmueble/106409448/,Piso,"Can Peguera - El Turó de la Peira, Barcelona",Can Peguera - El Turó de la Peira,65.0,,"['3 hab.', '60 m²', 'Planta 3ª exterior sin ascensor']",Piso okupado ilegalmente.,,,2024-11-20 14:42:40,3,60
/inmueble/106403730/,Piso,"calle de Simancas, Les Roquetes, Barcelona",Les Roquetes,65.0,75.0,"['1 hab.', '40 m²', 'Bajo exterior con ascensor']","Tecnocasa presenta en exclusiva bajo totalmente reformado con mucha entrada de luz, exterior, escriturado como local. Contiene una habitación, baño, cocina y comedor.",,,2024-11-20 14:42:44,1,40
/inmueble/106399046/,Estudio,"calle de Picalquers, El Raval, Barcelona",El Raval,80.0,90.0,"['40 m²', 'Planta 4ª interior sin ascensor']","IM2 pone en venta Estudio junto a las Rambla.. . este estudio no dispone de CÉDULA DE HABITABILIDAD!¡No pierdas la oportunidad de adquirir este acogedor estudio en venta en la calle Picalquer! Con una ubicación privilegiada cerca de la calle Carmen y la rambla, este inmueble de 30 m² construidos en la cuarta planta d",,,2024-11-20 14:42:44,,40
/inmueble/98943040/,Estudio,"La Teixonera, Barcelona",La Teixonera,96.0,,"['35 m²', 'Bajo exterior con ascensor']","Estudio sin CH en planta baja con acceso independiente. ""Nuevo a Estrenar"". Cocina, baño completo y habitación. Todo exterior y luminoso. Orientación SurEste.Características básicas:-35m² construidos-Año de construcción: 1977-Baño completo-1 estancia con armario empotrado.-Exterior y soleado-Aire Acondicionad",,,2024-11-20 14:42:44,,35
/inmueble/106392765/,Piso,"La Trinitat Nova, Barcelona",La Trinitat Nova,66.66,,"['2 hab.', '50 m²', 'Planta 1ª exterior sin ascensor']","¡oportunidad para inversores!actualmente la vivienda se encuentra ocupada ilegalmente.importante: la propiedad no garantiza la disponibilidad de acceso a la finca, pudiendo estar ocupada por tercero. Además hay que disponer de fondos propios o disponer de una garantia adicional para conseguir financiación.",,,2024-11-20 14:42:44,2,50
/inmueble/106360144/,Estudio,"plaza de mossèn clapés, Sant Andreu, Barcelona",Sant Andreu,95.0,,"['20 m²', 'Planta 8ª interior con ascensor']",Estudio diáfano amueblado.Situado en Plaza muy comercial.Situado en finca con ascensor.Suministros dados de alta.Registro de agentes inmobiliarios:   AICAT: 7277.,,,2024-11-20 14:42:44,,20
/inmueble/106272770/,Piso,"calle de Ramon Rocafull, El Carmel, Barcelona",El Carmel,95.0,,"['1 hab.', '39 m²', 'Bajo exterior con ascensor']","Precioso apartamento en el barrio del Carmel.Finca muy cuidada, con ascensor.Es una planta baja.Apartamento de un solo ambiente, tipo loft, en el que se comparte el Salón comedor, y habitación.Cocina americana abierta al salón.  Baño completo con ducha.  Balcón terraza exterior a patio de manzana.  Cerramientos",Apartamento,,2024-11-20 14:42:44,1,39
/inmueble/106263007/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,78.951,,"['3 hab.', '75 m²', 'Bajo exterior sin ascensor']","INMUEBLE SIN POSESION / VIVIENDA OKUPADA!**SOLO PARA INVERSORES****SIN COMISIONES DE AGENCIA INMOBILIARIA**Imposibilidad de visita interior, NO SE PUEDE FINANCIAR la compra de este inmueble.Las fotografías pueden no corresponderse con el estado actual del inmueble.Al tratarse de una compraventa en escritura pú",,,2024-11-20 14:42:44,3,75
/inmueble/106262930/,Piso,"calle del Pedraforca, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,97.619,,"['3 hab.', '60 m²', 'Planta 2ª exterior con ascensor']","INMUEBLE SIN POSESION / VIVIENDA OKUPADA!**SOLO PARA INVERSORES****SIN COMISIONES DE AGENCIA INMOBILIARIA**Imposibilidad de visita interior, NO SE PUEDE FINANCIAR la compra de este inmueble.Las fotografías pueden no corresponderse con el estado actual del inmueble.Al tratarse de una compraventa en escritura pú",,,2024-11-20 14:42:44,3,60
/inmueble/106336699/,Piso,"calle l&#039;Aviador Ruiz de Alda, La Marina del Port, Barcelona",La Marina del Port,86.0,,"['1 hab.', '29 m²', ' exterior sin ascensor']","INMUEBLE ILEGALMENTE OKUPADOSITUADO EN LA CALLE AVIADOR RUIZ DE ALDA 5, 2º1º, BARCELONA, BARCELONANo se puede visitar, no se puede tasar ni se puede hipotecar. Se tiene que comprar pagando al contado y el comprador asume la tarea de la desocupación.",,,2024-11-20 14:42:44,1,29
/inmueble/106320064/,Piso,"Les Roquetes, Barcelona",Les Roquetes,95.0,,"['2 hab.', '60 m²', 'Bajo exterior sin ascensor']","Tecnocasa Estudi Mina de la Ciutat S. L tiene el placer de presentarles este inmueble el cual tenemos en exclusiva:Económico piso, a pie de calle, el inmueble es ideal para inversores, el inmueble se encuentra totalmente reformado, dispone de 55m² útiles, distribuido de la siguiente manera: recibidor que da paso a u",,,2024-11-20 14:42:44,2,60
/inmueble/106300581/,Estudio,"calle de Pau Alsina, El Camp d&#039;En Grassot i Gràcia Nova, Barcelona",El Camp d&#039;En Grassot i Gràcia Nova,99.0,,"['32 m²', 'Bajo exterior con ascensor']","Blaunex. - Ofrece este exclusivo ESTUDIO. Situado en calle Pau Alsina. Gràcia Nova.Alta rentabilidad como inversión. Dispone de 30m2 según catastro, se distribuye actualmente en estancia diáfana con habitación y cocina equipada, baño independiente. El estado es completamente reformado. Con entrada por la finca.Muy",,,2024-11-20 14:42:44,,32
/inmueble/106296493/,Estudio,"Vilapicina i la Torre Llobeta, Barcelona",Vilapicina i la Torre Llobeta,83.0,85.0,"['45 m²', 'Bajo exterior sin ascensor']","Dolça Llar Nou Barris te presenta este acogedor estudio de 45m² construidos.Este espacio ofrece una distribución abierta que combina salón, cocina americana, dormitorio y baño en una sola estancia, ideal para quienes buscan comodidad y funcionalidad.Disfruta de una pequeña terraza con galería para lavado. Además,",,,2024-11-20 14:42:44,,45
/inmueble/106298225/,Piso,"calle de Càller, El Besòs, Barcelona",El Besòs,80.0,,"['2 hab.', '51 m²', 'Planta 1ª exterior sin ascensor']","¡ Oportunidad! Piso tapiado de dos dormitorios para reformar a la venta en Barcelona. La vivienda está distribuida en salón-comedor, dos dormitorios, un cuarto de baño, cocina independiente y terraza con lavadero. Cuenta con suelos de gres, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma integra",,,2024-11-20 14:42:44,2,51
/inmueble/106298211/,Piso,"calle Albània, El Besòs, Barcelona",El Besòs,85.0,,"['3 hab.', '53 m²', 'Bajo sin ascensor']","PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESVivienda de 50 m², según Catastro, y 3 m² de elementos comunes, a la venta en Barcelona. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina y terraza con lavadero. (La distrib",,,2024-11-20 14:42:44,3,53
/inmueble/106298210/,Piso,"calle de Catània, El Besòs, Barcelona",El Besòs,85.0,,"['2 hab.', '54 m²', 'Planta 4ª exterior sin ascensor']","PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESVivienda de 51 m², según Catastro, y 3 m² de elementos comunes. La vivienda está distribuida en salón-comedor, dos dormitorios, un cuarto de baño, cocina y terraza con tendedero. (La distribución",,,2024-11-20 14:42:44,2,54
/inmueble/106249560/,Piso,"calle de Calàbria, La Nova Esquerra de l&#039;Eixample, Barcelona",La Nova Esquerra de l&#039;Eixample,75.0,,"['3 hab.', '82 m²', 'Planta 3ª exterior con ascensor']",LEER ANTES DE CONTACTAR. QUEDARÁ LIBRE TRAS DEFUNCIÓN DE LOS USUFRUCTUARIOS. SOLO INVERSORES. SE VENDE LA NUDA PROPIEDAD. ABSTENERSE AGENCIAS YA QUE LA PROPIEDAD ES DE LA EMPRESA. Precio venta 75.000 € + 890 €/mes vitalicios. Sin IPC. Usufructuario de 73 años. PISO TASADO EN 415.448 €. Piso en situado en el barrio de l,Nuda propiedad,,2024-11-20 14:42:44,3,82
/inmueble/106232282/,Estudio,"calle de la Independència, El Camp de l&#039;Arpa del Clot, Barcelona",El Camp de l&#039;Arpa del Clot,78.0,87.0,"['25 m²', 'Bajo exterior con ascensor']","Hermoso loft reformado adaptado a vivienda nos ofrece 25m2 distribuidos en una habitacion independiente, gran salón con cocina americana con salida a un patio con lavadero por el cual se accede al baño (3 piezas con plato. El inmueble es exterior a calle con entrada independiente, no cuenta con cedula de habitabilidad.",,,2024-11-20 14:42:44,,25
/inmueble/103713842/,Ático,"calle de la Mare de Déu de Lorda, La Trinitat Vella, Barcelona",La Trinitat Vella,65.0,,"['2 hab.', '63 m²', 'Planta 4ª exterior sin ascensor']","El Inmueble se transmite ocupado por tercero sin título. No permite visitas físicas al inmueble, por lo que la compra no se puede financiar. Propiedad en venta se trasmite sin amueblar y sin garantía sobre el estado de la viviendaDicha situación ha sido especialmente tenida en cuenta en la fijación del precio.El es",,,2024-11-20 14:42:44,2,63
/inmueble/106181191/,Piso,"La Prosperitat, Barcelona",La Prosperitat,30.0,,"['3 hab.', '60 m²', 'Planta 3ª ']","Venta de piso con inquilino de renta antigua, perfecto para inversiónPiso en venta con inquilinos de 61 años, que pagan una renta mensual de 280 euros. La vivienda cuenta con 3 habitaciones y está ubicada en una finca con ascensor. El barrio ofrece múltiples servicios cercanos y una excelente red de metro y autobuses.",,,2024-11-20 14:42:44,3,60
/inmueble/106176155/,Piso,"calle de la Cera, El Raval, Barcelona",El Raval,85.0,,"['2 hab.', '34 m²', 'Planta 3ª interior sin ascensor']","*Piso en venta por €85,000 - Calle Cera, Barcelona*Este piso interior ubicado en la Calle Cera ofrece una excelente oportunidad de inversión. Actualmente cuenta con 1 baño y la posibilidad de hacer dos habitaciones. Situado en un tercer piso real sin ascensor, es una propiedad ideal para quienes busquen reformar y pe",,,2024-11-20 14:42:44,2,34
/inmueble/106154994/,Estudio,"calle dels Cortada, La Teixonera, Barcelona",La Teixonera,95.0,,"['26 m²', 'Planta 3ª interior sin ascensor']","Estudio con cédula de habitabilidad!Ubicado en la zona del Vall D´Hebron! Al lado mismo de Ronda de Dalt y zona Hospital del Vall D´Hebron y cercano a la calle Dante Alighieri donde cuenta con todos los servicios, transporte y comercios. El estudio tiene una superficie de unos 26 m2 construidos y tiene 1 habitación,",,,2024-11-20 14:42:44,,26
/inmueble/103878891/,Piso,"calle de les Carretes, El Raval, Barcelona",El Raval,92.0,,"['1 hab.', '44 m²', 'Planta 1ª sin ascensor']","Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Piso de 44 m² en venta, situado en Barcelona. Construido en 1920, este piso dispone de una superficie de 44 m² y está distribuido en varias estancias. La vivienda está bien comunicada, próxima a la estación",,,2024-11-20 14:42:44,1,44
/inmueble/103998812/,Piso,"calle del Cadí, Can Peguera - El Turó de la Peira, Barcelona",Can Peguera - El Turó de la Peira,92.7,,"['1 hab.', '57 m²', 'Sótano sin ascensor']","Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 57 m² en venta, situado en Barcelona. Construido en 1959, este piso cuenta con una superficie de 57 m² y se distribuye en varias estancias.Las comunicaciones son mediante estaciones de metro a poco",,,2024-11-20 14:42:44,1,57
/inmueble/106120545/,Piso,"Les Roquetes, Barcelona",Les Roquetes,88.5,,"['2 hab.', '41 m²', 'Sótano interior sin ascensor']","Tecnocasa Estudi Mina de la Ciutat S. L tiene el placer de presentarles este inmueble el cual tenemos en exclusiva:Piso de 40m2, perfecto para invertir, se encuentra en buen estado, sin ascensor, consta de 2 dormitorios, 1 baño, Salón comedor y cocina a actualizar, además consta de una terraza comunitaria. El inmuebl",,,2024-11-20 14:42:44,2,41
/inmueble/102610114/,Piso,"calle de Llopis, Les Roquetes, Barcelona",Les Roquetes,93.4,,"['4 hab.', '66 m²', ' sin ascensor']","Piso de 66 m² en venta, situado en Barcelona. Construido en 1971, este piso cuenta con una superficie de 66 m² y se distribuye en salón-comedor, cocina, 4 dormitorios y 1 baño. La vivienda está comunicada mediante la estación de metro Roquetes, autobuses con las líneas 134 y 127 y por carretera, mediante el acceso B-20",,,2024-11-20 14:42:44,4,66
/inmueble/104366811/,Piso,"avenida dels Rasos de Peguera, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,54.2,,"['2 hab.', '55 m²', ' sin ascensor']","Vivienda piso ubicada en la Avenida Rasos de Peguera, Barcelona. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catast",,,2024-11-20 14:42:44,2,55
/inmueble/104364600/,Piso,"calle de la Mare de Déu de Lorda, La Trinitat Vella, Barcelona",La Trinitat Vella,99.3,,"['4 hab.', '98 m²', 'Planta 2ª sin ascensor']","Vivienda piso en la Calle Mare de Deu de Lorda, en la provincia de Barcelona. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado regis",,,2024-11-20 14:42:44,4,98
/inmueble/104363455/,Piso,"calle Mina De La Ciutat, Les Roquetes, Barcelona",Les Roquetes,58.9,,"['3 hab.', '53 m²', ' sin ascensor']","Vivienda en la calle Mina de la Ciudad, de Barcelona, Barriada de San Andrés de Palomar; tiene una superficie de cincuenta y tres metros y treinta y un decímetros cuadrados. Se compone de recibidor, lavadero, aseo, cocina, comedor, y tres dormitorios. - El inmueble se transmite arrendado a tercero y con un posible dere",,,2024-11-20 14:42:44,3,53
/inmueble/104363437/,Piso,"calle de la Mina de la Ciutat, Les Roquetes, Barcelona",Les Roquetes,70.1,,"['3 hab.', '60 m²', 'Entreplanta sin ascensor']","Vivienda piso en la calle Mina de la Ciutat de Barcelona. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en",,,2024-11-20 14:42:44,3,60
/inmueble/104362465/,Piso,"plaza de la Trinitat, La Trinitat Vella, Barcelona",La Trinitat Vella,96.7,,"['4 hab.', '75 m²', 'Planta 4ª sin ascensor']","Vivienda piso en la Plaza Trinitat de Barcelona. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se",,,2024-11-20 14:42:44,4,75
/inmueble/104362442/,Piso,"calle de Romaní, Les Roquetes, Barcelona",Les Roquetes,58.3,,"['3 hab.', '47 m²', 'Planta 2ª sin ascensor']","Vivienda en el municipio de Barcelona, provincia de Barcelona. El inmueble se encuentra en una zona tranquila, rodeado por viviendas residenciales de similares características. Cuenta con fácil acceso a la carretera y otros nudos de comunicación. Cercano a establecimientos y comercios de la zona. - El inmueble se trans",,,2024-11-20 14:42:47,3,47
/inmueble/104362074/,Piso,"calle d&#039;Almansa, Verdun, Barcelona",Verdun,54.2,,"['2 hab.', '38 m²', 'Planta 1ª sin ascensor']","Vivienda piso en la Carrer d'Almansa de Barcelona. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que",,,2024-11-20 14:42:47,2,38
/inmueble/104359747/,Piso,"Aviador Franco (l), La Marina del Port, Barcelona",La Marina del Port,57.7,,"['3 hab.', '43 m²', ' sin ascensor']","Piso trasero de la casa en la calle Comandante Franco, de la barriada de Santa María de Sans, punta llamado Camps de Port, de Barcelona. Compuesto de recibidor, comedor, cocina, tres habitaciones, patio con servicio de W.C. y lavadero, y otro patio en su parte posterior. Tiene una superficie en junto, lo edificado cuar",,,2024-11-20 14:42:47,3,43
/inmueble/105586381/,Piso,"calle de Pasteur, El Carmel, Barcelona",El Carmel,90.0,93.0,"['1 hab.', '42 m²', ' interior sin ascensor']","En venta acogedor piso en Barcelona, concretamente en la Calle Pasteur. Este inmueble cuenta con 42 m2 distribuidos de la siguiente manera: 1 habitación, 1 baño con plato de ducha y un amplio salón-comedor con cocina tipo office. Suelo de gres. Puertas en muy buen estado. Aire acondicionado. La zona consta con servicio",,,2024-11-20 14:42:47,1,42
/inmueble/106080364/,Piso,"calle de Vallcivera, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,95.2,,"['2 hab.', '66 m²', 'Planta 2ª exterior sin ascensor']","Activo adjudicado en subasta sin posesiónActualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad.El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicar",Ocupada ilegalmente,,2024-11-20 14:42:47,2,66
/inmueble/106057847/,Piso,"calle del Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",La Trinitat Vella,82.5,,"['2 hab.', '58 m²', 'Planta 2ª exterior sin ascensor']","Alquilado: oportunidad de inversión sin estar al corriente de pagoActualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad.Fecha de fin de contrato: 01/2022Funcional piso en Barcelona, idóneo para parejas. El inmueble cuenta con una s",Alquilada,,2024-11-20 14:42:47,2,58
/inmueble/106055361/,Piso,"calle de l&#039;Epir, El Besòs, Barcelona",El Besòs,96.0,,"['2 hab.', '52 m²', 'Planta 1ª exterior sin ascensor']","Activo adjudicado en subasta sin posesiónActualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad.El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicar",Ocupada ilegalmente,,2024-11-20 14:42:47,2,52
/inmueble/106044341/,Estudio,"calle de Picalquers, El Raval, Barcelona",El Raval,90.0,,"['40 m²', 'Planta 4ª exterior sin ascensor']","IM2 pone en venta Estudio junto a las Rambla.. . este estudio no dispone de CÉDULA DE HABITABILIDAD!¡No pierdas la oportunidad de adquirir este acogedor estudio en venta en la calle Picalquer! Con una ubicación privilegiada cerca de la calle Carmen y la rambla, este inmueble de 30 m² construidos en la cuarta planta d",,,2024-11-20 14:42:47,,40
/inmueble/106043870/,Piso,"calle de Perafita, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,76.2,,"['3 hab.', '63 m²', 'Planta 5ª sin ascensor']","Piso ubicado en la barriada de San Andrés, Barcelona. Construido en 1968, tiene una superficie construida de 63 m² y está distribuido en salón-comedor, cocina independiente amueblada con armarios altos y bajos, 3 dormitorios y 1 baño. El piso se encuentra en un edificio de seis alturas sobre rasante sin ascensor. Se ub",,,2024-11-20 14:42:47,3,63
/inmueble/106043559/,Estudio,"calle de la Independència, El Camp de l&#039;Arpa del Clot, Barcelona",El Camp de l&#039;Arpa del Clot,85.0,,"['22 m²', 'Bajo exterior sin ascensor']","REF: 003384ESTUDIO EN VENTACARACTERÍSTICAS:Estudio de 22m2 de única estancia ubicado en Camp Del Arpa Clot que dispone de:- Una cocina abierta.- Un baño totalmente completo.- Amueblado parcialmente.FICHA TÉCNICA:Este acogedor estudio en venta se encuentra en la zona de El Camp de l'Arpa del Clot, en Barcelon",,,2024-11-20 14:42:47,,22
/inmueble/104815387/,Piso,"calle de les Agudes, 108, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,62.0,,"['3 hab.', '55 m²', 'Planta 4ª exterior sin ascensor']",Vivienda OKUPADA ilegalmente en venta. No se puede visitar.,,,2024-11-20 14:42:47,3,55
/inmueble/106020706/,Piso,"calle de Perafita, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,76.2,,"['3 hab.', '63 m²', 'Planta 5ª sin ascensor']","Piso ubicado en la barriada de San Andrés, Barcelona. Construido en 1968, tiene una superficie construida de 63 m² y está distribuido en salón-comedor, cocina independiente amueblada con armarios altos y bajos, 3 dormitorios y 1 baño. El piso se encuentra en un edificio de seis alturas sobre rasante sin ascensor. Se ub",,,2024-11-20 14:42:47,3,63
/inmueble/106003492/,Piso,"Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,75.0,,"['3 hab.', '67 m²', 'Planta 2ª exterior con ascensor']","¡oportunidad para inversores!la vivienda se encuentra ocupada ilegalmente, no se pueden realizar visitas.Importante: la propiedad no garantiza la disponibilidad de acceso a la finca, pudiendo estar ocupada por tercero. Además, hay que disponer de fondos propios o disponer de una garantia adicional para conseguir fi",,,2024-11-20 14:42:47,3,67
/inmueble/105977966/,Piso,"calle del Pedraforca, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,96.4,,"['1 hab.', '68 m²', 'Bajo sin ascensor']","Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 69 m² en venta situado en Barcelona. Construido en 1971, este piso cuenta con una superficie aproximada de 69 m² y se distribuye en varias estancias. La vivienda está bien comunicada, a pocos metro",,,2024-11-20 14:42:47,1,68
/inmueble/105927514/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,83.0,,"['3 hab.', '105 m²', 'Semi-sótano exterior sin ascensor']","Oportunidad de inversión: inmueble sin posesión.Imposibilidad de visita interior, no se puede financiar la compra de este inmueble.Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso.Investment opportunity: property without possession.Impos",,,2024-11-20 14:42:47,3,105
/inmueble/105912884/,Piso,"calle del Pedraforca, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,99.0,,"['3 hab.', '66 m²', 'Planta 1ª exterior sin ascensor']","Oportunidad de inversión: inmueble sin posesión.Imposibilidad de visita interior, no se puede financiar la compra de este inmueble.Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso.Investment opportunity: property without possession.Impos",,,2024-11-20 14:42:47,3,66
/inmueble/105905676/,Piso,"calle dels Salvador, El Raval, Barcelona",El Raval,92.0,,"['1 hab.', '49 m²', 'Planta 3ª sin ascensor']","Vivienda en la calle Salvador número 18. Distribuida interiormente, tiene una superficie construida de cuarenta y nueve metros cuadrados. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se trans",,,2024-11-20 14:42:47,1,49
/inmueble/105899484/,Piso,"calle d&#039;Ausona, La Trinitat Vella, Barcelona",La Trinitat Vella,91.0,,"['2 hab.', '60 m²', 'Planta 3ª exterior sin ascensor']","Oportunidad de inversión: inmueble sin posesión.Imposibilidad de visita interior, no se puede financiar la compra de este inmueble.Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso.Investment opportunity: property without possession.Impos",,,2024-11-20 14:42:47,2,60
/inmueble/105886264/,Estudio,"calle de Canfranc, Can Peguera - El Turó de la Peira, Barcelona",Can Peguera - El Turó de la Peira,92.8,,"['26 m²', 'Bajo exterior sin ascensor']","Loft en planta baja de 26m2 y baño independiente, buen estado.",,,2024-11-20 14:42:47,,26
/inmueble/105850046/,Estudio,"Les Roquetes, Barcelona",Les Roquetes,70.0,,"['26 m²', 'Bajo interior sin ascensor']",Estudio en venta en planta baja de 26 metros cuadrados según catastro situada en la via Favencia. Esta distribuido en un salón comedor desde el cual accedemos a la cocina y a un pasillo que nos lleva al cuarto de baño y la habitación principal.La propiedad en venta se trasmite sin amueblar y sin garantía sobre el est,,,2024-11-20 14:42:47,,26
/inmueble/104013826/,Piso,"calle del Torrent de la Perera, La Trinitat Vella, Barcelona",La Trinitat Vella,88.0,,"['3 hab.', '48 m²', 'Planta 2ª sin ascensor']","¿Deseas convertir la casa de tus sueños en una realidad?¡Esta es tu oportunidad!Les ofrecemos en exclusiva este luminoso piso en edificio residencial que puedes adquirir en propiedad, con una superficie de 48m² muy bien distribuido en 2 dormitorios, 1 baño, un salón-comedor y una cocina independiente, ubicado en l",,,2024-11-20 14:42:47,3,48
/inmueble/105832562/,Piso,"calle del Pou, La Prosperitat, Barcelona",La Prosperitat,85.0,,"['2 hab.', '47 m²', 'Bajo exterior sin ascensor']","¡Oportunidad única en Barcelona! Este piso de 43m², ubicado en un edificio residencial sin ascensor, es la opción perfecta para quienes buscan crear su hogar ideal. Con una distribución que incluye 2 dormitorios, 1 baño, salón-comedor y cocina, ofrece un espacio funcional y adaptable a tus necesidades. Aunque necesita",,,2024-11-20 14:42:47,2,47
/inmueble/105827163/,Piso,"calle de Santa Engràcia, La Prosperitat, Barcelona",La Prosperitat,80.0,,"['3 hab.', '53 m²', 'Planta 1ª sin ascensor']","Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Barcelona. Cuenta con una superficie de 53 m² distribuidos en 3 dormitorios y 1 baño. En sus inmediacio",,,2024-11-20 14:42:47,3,53
/inmueble/105802479/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,67.0,,"['3 hab.', '58 m²', 'Planta 1ª sin ascensor']","Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Barcelona. Cuenta con una superficie de 58 m² distribuidos en 3 dormitorios y 1 baño. En sus inmediacio",,,2024-11-20 14:42:47,3,58
/inmueble/105778492/,Piso,"calle de Perafita, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,72.0,,"['3 hab.', '60 m²', 'Planta 5ª sin ascensor']","Piso de 3 dormitorios y de 1 baño en Barcelona. Cuenta con una superfície de 60 m2. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de",,,2024-11-20 14:42:47,3,60
